Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2018-02-20,1231.1602783203125,1248.0091854708537,1224.115479637846,1224.1573291185584,1889068
2018-02-21,1271.9447021484375,1280.4318793321063,1237.5570842039133,1243.3893710275388,3089228
2018-02-22,1275.2470703125,1287.2879786073195,1263.6660978696405,1275.9996462194022,3463010
2018-02-23,1285.9505615234375,1291.4692832713033,1250.956739590843,1275.163908701028,3362500
2018-02-26,1267.5130615234375,1291.8666047575564,1263.1231524426094,1285.616230813999,1363882
2018-02-27,1271.965087890625,1287.099793823858,1267.6378532028252,1271.4006304715672,1717800
2018-02-28,1268.9136962890625,1280.9963576341563,1263.227677966713,1268.8927715456582,2706864
2018-03-01,1270.0213623046875,1279.846395222322,1262.621251542807,1274.745760249675,1718124
2018-03-05,1298.513916015625,1301.7749088550945,1268.0353508199084,1274.7456591415425,2858168
2018-03-06,1272.1536865234375,1307.3565511775405,1266.8648307896021,1305.2661185725235,1906764
2018-03-07,1265.7362060546875,1291.469455668289,1261.9943515489576,1283.5258105864834,1917772
2018-03-08,1255.9110107421875,1277.2124990205032,1249.0335077415568,1277.2124990205032,1951826
2018-03-09,1268.5159912109375,1280.68224424754,1244.7268137301319,1256.3496361024597,1872436
2018-03-12,1276.0626220703125,1289.3368679452026,1269.1015229363331,1272.237171568197,2091340
2018-03-13,1206.93212890625,1229.0488639328387,1200.744428290374,1222.8611633169626,88067154
2018-03-14,1206.9739990234375,1222.0878887818271,1202.0197347366902,1209.503443020592,3668668
2018-03-15,1199.782958984375,1213.5171430592106,1193.887999838798,1210.36056917427,2348906
2018-03-16,1181.386962890625,1200.7443876037696,1172.732593046161,1199.4065312631585,7197482
2018-03-19,1183.60302734375,1190.7104987195337,1179.0040752770665,1182.7668542407166,3489940
2018-03-20,1197.7550048828125,1201.2459654906852,1178.5857003572223,1179.0037868064444,4024984
2018-03-21,1194.368408203125,1205.8867097572568,1191.5463248022775,1200.953269471769,3907678
2018-03-22,1183.7493896484375,1202.3959884640462,1180.0702076081125,1195.7066036896047,2326094
2018-03-23,1178.23046875,1184.8990303066694,1169.8269910606743,1171.4784123768034,3654122
2018-03-26,1177.7498779296875,1182.097937466724,1162.9287293087116,1178.5860510769573,2964210
2018-03-27,1190.5849609375,1196.9817050990043,1180.2791690625627,1181.0944173610505,2494574
2018-03-28,1191.1912841796875,1201.9988626079016,1181.0945345625469,1185.6516372476685,6865654
2018-04-02,1216.4852294921875,1218.3039464249064,1187.3655483345003,1187.3655483345003,1662988
2018-04-03,1217.154541015625,1224.9518148077052,1209.1482239361228,1209.1482239361228,1937290
2018-04-04,1217.0079345703125,1226.6657734105866,1209.1061406623778,1224.7634594484844,2841820
2018-04-05,1236.678955078125,1239.103877217638,1220.9589637583356,1223.5510796708215,1809424
2018-04-06,1233.480712890625,1237.5361318271637,1223.5511577788361,1235.0276126410276,1129018
2018-04-09,1222.443115234375,1238.9993819874496,1218.722186095298,1229.0489025579514,1235866
2018-04-10,1228.1708984375,1236.386257034127,1223.1956080258087,1223.1956080258087,1184532
2018-04-11,1260.175537109375,1264.7118170173592,1231.5157856903625,1233.606218445763,3124416
2018-04-12,1312.47802734375,1316.9724571578602,1257.583250223076,1258.4403479508442,6114360
2018-04-13,1318.3516845703125,1354.9342395487938,1309.488274521327,1316.9719792253234,8179118
2018-04-16,1332.713623046875,1337.8561083070447,1300.5628064251573,1302.757760932505,6270274
2018-04-17,1323.9127197265625,1335.7654104719145,1315.801780579484,1332.71335868131,3301724
2018-04-18,1320.777099609375,1335.138309604599,1315.237453498507,1323.661855623256,2433066
2018-04-19,1334.177001953125,1345.0681782092809,1323.5576432279215,1329.4735277412276,4820952
2018-04-20,1422.518310546875,1430.8382926664763,1354.6001829018683,1358.781047663911,18465662
2018-04-23,1425.110595703125,1487.5100096947006,1417.1252043014504,1431.528264704555,15185910
2018-04-24,1415.4942626953125,1439.5342321111216,1397.4538743015926,1425.6747079636293,8314336
2018-04-25,1450.864990234375,1456.195594261603,1406.882301341748,1415.2231084052617,8196574
2018-04-26,1479.7127685546875,1488.388064153334,1449.5060164100025,1449.5060164100025,12135034
2018-04-27,1443.213623046875,1481.6985044472501,1429.8557802510145,1473.7548612236333,4501330
2018-04-30,1476.7237548828125,1483.7893777576498,1437.2145702679638,1443.2140518737297,3458558
2018-05-02,1463.197998046875,1476.764882421875,1451.3034594086241,1476.0541558981333,3158046
2018-05-03,1455.7144775390625,1474.1729551360718,1450.927305598985,1467.3999744519813,3761550
2018-05-04,1455.2545166015625,1462.0484219078255,1450.7600869374191,1459.9579895058985,2347244
2018-05-07,1430.2528076171875,1459.1216971397305,1426.0510184187833,1459.1216971397305,3484426
2018-05-08,1438.7197265625,1457.6590717874333,1420.114871064281,1436.0021633998388,2992820
2018-05-09,1458.8292236328125,1461.107774610271,1438.3011359528152,1438.3011359528152,2615050
2018-05-10,1442.9210205078125,1467.964360810069,1438.3011443088296,1464.5360719544262,3858678
2018-05-11,1445.3040771484375,1457.031423655655,1439.2627477574154,1444.1543392961985,2627876
2018-05-14,1435.52099609375,1451.1783159071779,1426.0095277310627,1445.3251046070625,2433894
2018-05-15,1455.9443359375,1461.5467560850332,1435.583544512769,1442.3983746392119,1952890
2018-05-16,1460.7523193359375,1467.0654660459418,1452.9550472716328,1454.920033323602,1648450
2018-05-17,1459.874267578125,1477.1620808181312,1453.2684813394774,1468.7167550521121,2968048
2018-05-18,1464.1595458984375,1470.702557445816,1445.742818955722,1455.2752096049705,1874996
2018-05-21,1487.0291748046875,1501.7667240875624,1470.849247495741,1475.3018279396792,3446178
2018-05-22,1467.023681640625,1494.6383154293112,1460.6687872436582,1487.551769656038,1857416
2018-05-23,1461.2540283203125,1482.116501861912,1455.3589684009353,1473.7547726553566,1507298
2018-05-24,1506.658203125,1511.3826006867534,1464.285200307388,1467.4835209987564,2962316
2018-05-25,1499.1744384765625,1536.384133163253,1493.6347929192743,1515.5634071826148,3769772
2018-05-28,1464.1595458984375,1512.0095155446409,1457.449238542408,1512.0095155446409,3716798
2018-05-29,1473.127685546875,1481.6984582313396,1458.285615776217,1475.8033981415606,3525312
2018-05-30,1469.197998046875,1477.0997930769138,1455.9864221314328,1467.0866405379443,3779106
2018-05-31,1467.93310546875,1483.109461780978,1455.3282366677865,1461.9889914112928,5049371
2018-06-01,1460.6822509765625,1481.802723567755,1447.0657677456538,1478.8517650855433,1603856
2018-06-04,1470.631103515625,1474.6359753755644,1443.9459893804099,1471.2634517040365,1681483
2018-06-05,1451.5340576171875,1477.080963661095,1442.7233813616592,1470.4202093304518,2449568
2018-06-06,1455.033203125,1462.7478717223432,1446.1381306408557,1452.7145930664203,2236512
2018-06-07,1463.2957763671875,1474.6358450419218,1453.388988957672,1454.4007048012093,2414762
2018-06-08,1473.033935546875,1481.6339322504218,1462.8320725130225,1462.8320725130225,2582138
2018-06-11,1475.22607421875,1486.439756202619,1469.5771384351474,1473.0339544932287,2179378
2018-06-12,1501.6163330078125,1504.9888570572405,1478.0086646618165,1481.3811887112447,4608875
2018-06-13,1537.955078125,1544.320757687918,1515.9493818755732,1531.1257383125924,5370983
2018-06-14,1507.1385498046875,1544.8686542837058,1504.145394202659,1542.929412214611,3819998
2018-06-15,1551.403076171875,1557.34708735017,1508.0239289861597,1517.635641969551,9183574
2018-06-18,1542.0863037109375,1574.9262087040256,1536.3108780511077,1574.9262087040256,4674987
2018-06-19,1538.2921142578125,1550.5175106166716,1535.341156516019,1536.3107775011417,3245034
2018-06-20,1536.5635986328125,1548.2410418912236,1533.3175658201294,1544.6155384871977,3107695
2018-06-21,1533.9500732421875,1544.6156989529402,1532.4745942721179,1544.6156989529402,2910659
2018-06-22,1525.898193359375,1540.4000022393273,1517.2561024874794,1540.4000022393273,2949458
2018-06-25,1533.865966796875,1536.4796521337835,1522.6944818112718,1527.6689749551504,2083217
2018-06-26,1561.478515625,1569.066694156655,1535.3414562381886,1537.0277181341119,4679712
2018-06-27,1566.537109375,1589.42813239172,1560.845976173557,1568.2233710643163,4081208
2018-06-28,1553.63720703125,1577.4978517293812,1539.8099431531969,1572.4390665287526,4888125
2018-06-29,1557.89501953125,1574.4625612270072,1553.2999975924852,1555.4921172061963,3506276
2018-07-02,1560.9300537109375,1566.3683086628034,1552.2879637433325,1561.4781092687392,2650290
2018-07-03,1580.0692138671875,1585.001508141289,1565.7359912019022,1568.180988025464,3242233
2018-07-04,1573.4085693359375,1585.0016178825902,1565.8203921054012,1585.0016178825902,2700614
2018-07-05,1585.3389892578125,1591.4094902508,1569.9939459301957,1579.184092842251,2472571
2018-07-06,1612.866943359375,1619.6541871340269,1586.4770123701614,1587.488728111902,3713781
2018-07-09,1587.6153564453125,1622.520993469729,1582.1350060380398,1622.1837205527252,6151747
2018-07-10,1580.9544677734375,1601.0210210335072,1577.2868695510313,1600.2621827651249,5303302
2018-07-11,1669.31494140625,1684.575590586572,1597.0164644829274,1601.9487598170604,22903802
2018-07-12,1662.106201171875,1678.5894526456684,1652.958250819432,1672.7718284242553,6921701
2018-07-13,1670.326416015625,1684.491054698067,1664.3402078886224,1665.1833386930239,4148185
2018-07-16,1677.156005859375,1682.8893373555416,1667.2492174255435,1677.8305517723084,2582159
2018-07-17,1691.475830078125,1697.2628929849766,1673.607661026998,1680.3662987292776,3315492
2018-07-18,1689.87060546875,1699.5438642711017,1683.7878728872417,1693.8835465391044,2013869
2018-07-19,1673.9454345703125,1698.4876732256403,1664.3143562485318,1691.4333665038125,1746318
2018-07-20,1686.786865234375,1689.6593066814573,1676.1420322280057,1676.9023995417363,1934995
2018-07-23,1694.4326171875,1698.0653228247077,1677.8316938507153,1690.5041386683188,2086201
2018-07-24,1688.814697265625,1702.331973481858,1676.2689959031602,1702.331973481858,2038423
2018-07-25,1674.0303955078125,1691.3494079266416,1662.963144782973,1691.264945564962,1535492
2018-07-26,1659.8370361328125,1676.987122007314,1651.7266908284287,1668.4965414227747,3503036
2018-07-27,1642.1375732421875,1659.7945329191064,1639.222952305757,1656.5841391128972,2033977
2018-07-30,1642.856201171875,1651.3889625270951,1631.8312328657578,1641.5044939590384,1579251
2018-07-31,1639.1385498046875,1644.8834330410787,1628.8316686713915,1640.6592845227399,2204803
2018-08-01,1669.8060302734375,1674.0724618375045,1647.2491168027552,1647.3757587645798,2425180
2018-08-02,1646.066162109375,1676.9869076396255,1643.1937205839151,1672.7627592576616,1509287
2018-08-03,1672.2982177734375,1674.494857639987,1652.9094161419575,1652.9094161419575,1505131
2018-08-06,1669.0032958984375,1688.7722276744698,1666.2153167358576,1687.124851069341,1532249
2018-08-07,1662.075927734375,1672.0449608737256,1656.2888640861984,1671.242310666584,1353521
2018-08-08,1667.69384765625,1671.326656660954,1657.5558911355433,1666.0041882361322,1315062
2018-08-09,1667.9898681640625,1673.439082816947,1660.9355592274578,1672.763177655324,2060297
2018-08-10,1683.830322265625,1686.702764328226,1666.046716129232,1673.5656191522494,2784105
2018-08-13,1689.7861328125,1693.2499139316271,1681.2110907940316,1687.800803657639,3559575
2018-08-14,1692.6585693359375,1710.4421724614724,1674.7904007383693,1682.9007451495095,3311765
2018-08-16,1696.840087890625,1706.5979100806458,1685.4348893909869,1689.9125270904342,2152065
2018-08-17,1700.430908203125,1708.1611202634826,1693.0386486344864,1701.3602002088867,1213731
2018-08-20,1698.0653076171875,1709.935205408153,1692.7851223238076,1709.935205408153,1587032
2018-08-21,1704.5704345703125,1709.9350818149087,1693.03849009737,1698.2342126762355,1376866
2018-08-23,1719.31298828125,1721.7630151601481,1706.8095699698267,1708.9216443260095,3046791
2018-08-24,1725.9871826171875,1728.521671872132,1715.8492255974095,1719.3130069534407,1570533
2018-08-27,1732.6607666015625,1739.5039681632707,1719.2280598408236,1725.9866959483059,1532702
2018-08-28,1748.121337890625,1750.4869019825867,1733.590310264608,1736.1247990223048,1987983
2018-08-29,1750.4871826171875,1754.3734818382557,1728.183657348077,1750.9095974778577,1525867
2018-08-30,1759.273193359375,1761.4698329681307,1744.9956546741842,1747.1077288144336,2408020
2018-08-31,1755.8939208984375,1767.3836870263638,1752.1767528167677,1759.1888803981972,2504554
2018-09-03,1734.350830078125,1765.6940948386891,1730.5490963811037,1761.3010215958043,1439711
2018-09-04,1773.2130126953125,1778.15534904876,1737.7724472749046,1740.1802944742262,4420803
2018-09-05,1756.612548828125,1780.2677857487392,1753.0643045414922,1774.1427690460803,1681106
2018-09-06,1753.275390625,1758.5132943290273,1740.6029431520549,1753.0219004240846,2238097
2018-09-07,1757.119140625,1760.6251013902229,1744.9111864085035,1756.6544430368103,1312182
2018-09-10,1757.87939453125,1768.5664077105894,1752.388001492945,1760.9629404267826,1530539
2018-09-11,1728.7327880859375,1764.8492580630536,1725.3111865208655,1764.8492580630536,3679745
2018-09-12,1726.789306640625,1747.867762529478,1723.4522711904979,1733.8859985704432,2307661
2018-09-14,1744.9112548828125,1750.1070815155078,1704.9931529705423,1726.8319810285682,3642038
2018-09-17,1752.3033447265625,1755.3870967186845,1735.744807258865,1748.7973841645874,1033857
2018-09-18,1749.430908203125,1756.2318277890074,1738.3214813770915,1751.3317748183401,1456507
2018-09-19,1755.4715576171875,1764.8492498247579,1746.1363544034755,1750.4025793984472,1301268
2018-09-21,1776.8035888671875,1791.8838822604023,1732.0276125542212,1754.7113736232227,4508530
2018-09-24,1857.3157958984375,1867.4960349427215,1772.5793365041445,1786.8147993231648,3032226
2018-09-25,1844.4317626953125,1868.6783286137465,1819.59385736564,1862.7645219869476,2868778
2018-09-26,1809.751708984375,1857.7803559416957,1803.7958251000352,1847.642400384033,1970951
2018-09-27,1849.2054443359375,1866.8200186167367,1804.3871905778117,1809.540527639506,3311802
2018-09-28,1844.8546142578125,1850.1770827335656,1823.8607195163077,1840.0391261158475,2904371
2018-10-01,1905.555908203125,1922.790353724782,1850.473046160373,1850.9375375473712,3772208
2018-10-03,1827.239990234375,1905.090964206707,1821.1149749392537,1901.1203058875265,3902322
2018-10-04,1744.4046630859375,1822.0021587210965,1737.265892319522,1821.9600822356915,4762419
2018-10-05,1776.3812255859375,1791.039104533969,1707.3164953203957,1731.9010208936966,3417624
2018-10-08,1755.1759033203125,1792.8974651780209,1730.3377875345725,1776.3810040553558,2010154
2018-10-09,1767.2149658203125,1780.6053940089744,1734.6044539798208,1757.5417061413175,1867130
2018-10-10,1726.4942626953125,1779.1693832738638,1714.1597674977456,1774.142686912403,2749573
2018-10-11,1672.720703125,1700.6423689637634,1639.8146240231818,1676.987134820204,4700256
2018-10-12,1620.63720703125,1671.0735098328867,1607.7112685601533,1671.0735098328867,9373289
2018-10-15,1646.995361328125,1652.1066218337576,1622.0728872787895,1638.9694798546102,2638151
2018-10-16,1657.809814453125,1665.9201611630392,1634.7459160909234,1654.1770044992393,2815425
2018-10-17,1630.0145263671875,1680.3663584118206,1622.0731061592235,1664.3145932987866,2779207
2018-10-19,1616.328369140625,1629.6767215379073,1579.8740449383215,1629.6767215379073,3428776
2018-10-22,1607.7115478515625,1618.6943382467648,1594.151984612173,1617.0046781859646,1778496
2018-10-23,1560.8515625,1606.8647663032048,1555.221588882501,1598.398671644073,2752811
2018-10-24,1564.9571533203125,1586.5456885703356,1533.2939476177744,1567.962657409147,2735913
2018-10-25,1568.7672119140625,1589.0011971621611,1545.1045206172269,1561.1477273445932,2507233
2018-10-26,1523.134765625,1569.5289964408169,1516.3618912487266,1569.5289964408169,2285970
2018-10-29,1584.005615234375,1589.8895071006789,1510.646916553418,1531.2618273278406,2609483
2018-10-30,1604.1551513671875,1616.5156250015964,1561.9939719248596,1580.6193743001154,2404883
2018-10-31,1640.855712890625,1645.7237160019804,1587.7732517384204,1608.5575498391574,2769190
2018-11-01,1638.823974609375,1646.1047940185392,1609.658325168801,1645.5122088388803,2769759
2018-11-02,1619.9442138671875,1654.7822005671942,1612.7904079889854,1637.5113534817658,1818635
2018-11-05,1600.811279296875,1631.7125207749198,1595.6469828971153,1617.0238691250777,1713366
2018-11-06,1636.24169921875,1640.3054650640909,1600.9381339025526,1603.477961719426,1398710
2018-11-07,1644.2420654296875,1650.041317734598,1639.8820074150415,1642.4218349949306,144530
2018-11-09,1616.346435546875,1661.00507615849,1612.7907178223045,1660.2008386611753,2570479
2018-11-12,1621.130126953125,1647.5866729557868,1615.7541774745607,1615.7541774745607,2552008
2018-11-13,1638.146484375,1641.5752930867302,1611.097360878828,1621.2566716147956,1418432
2018-11-14,1592.176025390625,1633.8715392993965,1583.1596144041214,1629.723132474831,2422318
2018-11-15,1585.5723876953125,1607.71124408477,1572.6615943976335,1578.0799152048505,1829123
2018-11-16,1597.213134765625,1608.388439883363,1583.3710929460037,1599.245017818474,1829729
2018-11-19,1610.6318359375,1614.7802422139955,1578.333773528604,1607.7110751645666,1740628
2018-11-20,1590.1439208984375,1610.2508918135647,1586.7151118882498,1610.2508918135647,1190182
2018-11-21,1534.0562744140625,1584.0486021785448,1522.669419013523,1584.0062303690459,3840461
2018-11-22,1534.521728515625,1564.1953224820472,1532.3204616582723,1540.8289264641803,3194219
2018-11-26,1562.9254150390625,1574.6933050307769,1510.7743025953878,1539.9823235757974,4333177
2018-11-27,1600.303466796875,1606.780049572119,1553.8245886606192,1569.6138751177918,3344839
2018-11-28,1679.58837890625,1683.9060660988675,1593.7421666320352,1599.2451276323582,5313249
2018-11-29,1659.81982421875,1690.6786903737082,1644.5808575553917,1690.6786903737082,4035441
2018-11-30,1666.3385009765625,1685.5988596186135,1659.2269632703285,1664.4336303416344,5268901
2018-12-03,1678.3179931640625,1684.7522020101082,1666.3808248642147,1679.6725471296759,1610576
2018-12-04,1702.4044189453125,1709.6429703459246,1668.6670564587876,1678.8263688268776,3270615
2018-12-05,1698.93310546875,1708.4574594921828,1680.5193543567802,1698.2981485338546,2501539
2018-12-06,1687.0386962890625,1707.6113483186125,1675.94813259385,1691.5257679427802,2321216
2018-12-07,1689.15478515625,1696.5203478606893,1670.3601005783044,1680.5617836865256,1680420
2018-12-10,1672.730712890625,1702.531319208237,1659.3542444794355,1672.0533841055535,2010786
2018-12-11,1693.21826171875,1701.6843530273436,1660.2005056152343,1667.8199877929687,2942014
2018-12-12,1707.4412841796875,1711.8436101870361,1680.4767015107038,1694.1494592246395,2219993
2018-12-13,1678.4874267578125,1718.3627005372505,1671.6299127128912,1713.5370692990082,3748429
2018-12-14,1684.5406494140625,1692.3294126866585,1672.2648160598703,1678.826037335387,2473761
2018-12-17,1688.3927001953125,1697.3667366809766,1680.5191936173564,1692.3717219350608,1227921
2018-12-18,1682.93212890625,1694.911670120981,1673.2384946087843,1686.3609376092215,1768742
2018-12-19,1666.50830078125,1680.3504477184904,1659.3968642048324,1680.3504477184904,2498833
2018-12-20,1654.3170166015625,1671.9688006120227,1647.5017700991368,1654.1053642672744,1940277
2018-12-21,1605.0018310546875,1650.8880103106208,1597.1706956211628,1649.1947918385072,3729956
2018-12-24,1624.219970703125,1641.4908213969752,1612.7907449515,1613.4680737417937,1864116
2018-12-26,1599.41455078125,1627.0141018589181,1583.3713428497178,1627.0141018589181,2446614
2018-12-27,1616.134765625,1643.861219920843,1584.937233903277,1616.177137427918,4968201
2018-12-28,1605.2135009765625,1625.4897510642563,1602.6313014399152,1621.2567048375265,2239130
2018-12-31,1602.6739501953125,1616.1773286537295,1596.832324723775,1615.3307192620828,1879740
2019-01-01,1610.92822265625,1617.0237682978761,1595.8585357285322,1605.1712380590434,1094883
2019-01-02,1628.28369140625,1637.7233023281976,1608.5576535792757,1612.7907000360633,2100463
2019-01-03,1608.515380859375,1646.6128013172279,1602.7161275255198,1624.6433301915463,2611668
2019-01-04,1588.958740234375,1609.5736572682683,1558.6078156610454,1608.5577673851092,4280862
2019-01-07,1606.7794189453125,1616.007478732036,1592.4717045984662,1601.6151241450218,1856423
2019-01-08,1603.096923828125,1613.975831594958,1594.4191793558268,1613.1292223781484,1691756
2019-01-09,1597.509033203125,1624.642896762004,1580.3651985708007,1614.8222516664823,2414376
2019-01-10,1598.8638916015625,1612.7905720004433,1584.9371078568295,1600.091433638235,3053461
2019-01-11,1559.9200439453125,1587.3924750416884,1553.528102240799,1583.1594284415771,9209862
2019-01-14,1535.114013671875,1567.073508510487,1532.3625339837827,1566.2268993756895,3615370
2019-01-15,1581.296630859375,1582.6088130502606,1530.6693617378921,1532.3625800583986,7711653
2019-01-16,1583.28662109375,1587.3926560950072,1563.687592430655,1583.159609012087,2359280
2019-01-17,1607.16943359375,1610.3085605936703,1587.6556839132154,1593.340082610597,2625816
2019-01-18,1612.55712890625,1615.5689720266953,1591.6434561700694,1595.8855762558105,1683728
2019-01-21,1619.38671875,1639.1550378068148,1608.1451016428882,1613.702319828448,2409803
2019-01-22,1613.61767578125,1627.4893878930309,1603.521409158258,1618.029439289546,2457093
2019-01-23,1591.303955078125,1617.1808857998374,1586.5528016263024,1612.8539443270593,2578169
2019-01-24,1613.320556640625,1616.4596837374013,1590.7948599961303,1599.1094558913262,1962927
2019-01-25,1629.6527099609375,1641.7002882201516,1612.8538748870842,1613.702298808645,2327080
2019-01-28,1658.6689453125,1664.607913403133,1633.6404369305467,1640.0036170276535,2769033
2019-01-29,1682.212646484375,1687.5577589857699,1643.1003217166106,1664.6078488979163,2557626
2019-01-30,1681.0672607421875,1687.9394741279511,1658.3719197354408,1679.540056182072,2429575
2019-01-31,1708.810791015625,1713.6044074225974,1684.1216728475583,1685.8185208806542,4094319
2019-02-01,1722.2581787109375,1726.3306551518851,1695.235896258625,1704.9079501303418,3064163
2019-02-04,1739.48095703125,1743.892719519224,1716.3614076694153,1722.2579118595256,1590764
2019-02-05,1734.6455078125,1743.5114980911644,1720.6040477512806,1739.2693776578526,1111404
2019-02-06,1760.3101806640625,1770.5337314306187,1731.67587027306,1739.1842984947284,1789812
2019-02-07,1767.181884765625,1779.9507046325682,1753.692028935395,1760.267313514132,1339945
2019-02-08,1748.9410400390625,1772.7818357838592,1740.1175138514932,1760.4796885625785,1684474
2019-02-11,1752.7587890625,1778.2964303871245,1738.3355832816883,1747.7531710865824,1778730
2019-02-12,1740.6265869140625,1756.2375040965785,1712.1194605154085,1756.2375040965785,2422903
2019-02-14,1734.6873779296875,1760.4794836078245,1724.8881446312287,1747.7955885143185,1724085
2019-02-15,1722.0460205078125,1740.9659156969665,1706.138071716722,1738.4206438903918,1930065
2019-02-18,1671.649658203125,1732.439148024462,1665.1591946290014,1728.748524758351,2942184
2019-02-19,1616.0777587890625,1672.2433751158828,1605.2178922979454,1671.3949512827444,4408554
2019-02-20,1624.519775390625,1640.682293235485,1596.1400353908539,1624.7318813803613,4645778
2019-02-21,1624.05322265625,1645.9426038665845,1609.5028335223687,1624.5198972956407,4683919
2019-02-22,1633.767578125,1637.4582015445399,1616.3324247593243,1626.598333703201,2271955
2019-02-25,1684.248779296875,1688.3636146291044,1637.882390975621,1639.5792388295197,2934880
2019-02-26,1729.681884765625,1735.1542814447,1673.3041540851073,1683.2731356090014,6453309
2019-02-27,1746.1412353515625,1760.437053162743,1715.5130510423635,1730.7846805768652,4732082
2019-02-28,1682.8065185546875,1757.3831114243103,1677.8432589354643,1747.7534163009798,8454295
2019-03-01,1692.9449462890625,1701.0897944166873,1680.176126106022,1692.64801865937,4148548
2019-03-05,1686.7513427734375,1702.7865733706687,1676.994469034642,1701.0897257639217,2449622
2019-03-06,1696.5086669921875,1709.5744177470067,1684.1641595156373,1687.7699616374362,2635047
2019-03-07,1708.132080078125,1717.2526380751947,1697.01764282779,1701.0901194534347,2539884
2019-03-08,1716.1068115234375,1724.8456182568477,1705.3743331028795,1718.0582277275537,2031071
2019-03-11,1709.4041748046875,1724.8454452833835,1699.944229489688,1721.36692869943,3111689
2019-03-12,1707.4107666015625,1717.888885421155,1699.3932015608405,1708.7683277991985,2658550
2019-03-13,1697.2718505859375,1710.337598117217,1678.6913482289604,1707.8771483276644,1833163
2019-03-14,1686.1575927734375,1703.465460155937,1680.7276593794854,1701.047369311519,1905495
2019-03-15,1730.742431640625,1755.3467267061706,1689.212119844871,1695.9146899037887,5184318
2019-03-18,1716.192138671875,1751.65630391969,1706.180693869654,1733.3302623449545,2349915
2019-03-19,1716.192138671875,1722.3007501518637,1692.6907313200122,1722.3007501518637,2373993
2019-03-20,1709.6165771484375,1734.857187524217,1696.8477563549195,1720.6036249438885,3091165
2019-03-22,1701.641845703125,1710.423014573393,1682.6795874603963,1709.5745904590212,3148149
2019-03-25,1683.4854736328125,1703.465902059418,1677.5040424671074,1703.465902059418,2429205
